x,evmSampleDeltaMs,logDeltaMs,DATA0_pF,DATA1_pF,DATA2_pF,DATA3_pF,DATA0,DATA1,DATA2,DATA3,DATA0_MHz,DATA1_MHz,DATA2_MHz,DATA3_MHz,
206675,20.589399997144938,62.06659999862313,54.0899874836926,54.96875085531436,Infinity,Infinity,34229876,33955164,0,0,5.100648999214172,5.05971372127533,0,0,
206676,20.728300999850035,62.20769999921322,55.003423864076304,54.96745255037158,Infinity,Infinity,33944460,33955565,0,0,5.05811870098114,5.059773474931717,0,0,
206677,17.929398998618126,64.18579899892211,54.971082091852004,54.9682846258024,Infinity,Infinity,33954444,33955308,0,0,5.059606432914734,5.059735178947449,0,0,
206678,20.637800000607967,52.42850100249052,54.94177111091572,54.9663194040999,Infinity,Infinity,33963500,33955915,0,0,5.060955882072449,5.059825628995895,0,0,
206679,16.083500999957323,54.424199998378754,54.939438503521956,54.96092610816611,Infinity,Infinity,33964221,33957581,0,0,5.061063319444656,5.060073882341385,0,0,
206680,20.558400996029377,59.53359999880195,54.93923469051558,54.95958276358464,Infinity,Infinity,33964284,33957996,0,0,5.0610727071762085,5.060135722160339,0,0,
206681,20.781100001186132,62.2977000027895,54.93933821444057,54.959741372790226,Infinity,Infinity,33964252,33957947,0,0,5.0610679388046265,5.060128420591354,0,0,
206682,18.868100002408028,67.45160000026226,54.94000789189895,54.959116650709326,Infinity,Infinity,33964045,33958140,0,0,5.061037093400955,5.0601571798324585,0,0,
206683,20.602699998766184,62.159699998795986,54.9409428726963,54.95973489893166,Infinity,Infinity,33963756,33957949,0,0,5.060994029045105,5.060128718614578,0,0,
206684,20.72470000013709,62.15139999985695,54.940732580817226,54.96025281123156,Infinity,Infinity,33963821,33957789,0,0,5.061003714799881,5.060104876756668,0,0,
206685,19.62279900163412,62.269999001175165,54.94104640144952,54.96046321519455,Infinity,Infinity,33963724,33957724,0,0,5.060989260673523,5.060095191001892,0,0,
206686,20.651700999587774,62.116900999099016,54.94068081684755,54.96010067373409,Infinity,Infinity,33963837,33957836,0,0,5.061006098985672,5.060111880302429,0,0,
206687,15.179899998009205,56.65239999815822,54.941560814281374,54.96113651599547,Infinity,Infinity,33963565,33957516,0,0,5.060965567827225,5.060064196586609,0,0,
206688,20.653900001198053,59.88690000399947,54.94145728407413,54.96077396787295,Infinity,Infinity,33963597,33957628,0,0,5.060970336198807,5.060080885887146,0,0,
206689,20.506299998611212,56.9712999984622,54.9424990701274,54.96082576024226,Infinity,Infinity,33963275,33957612,0,0,5.060922354459763,5.060078501701355,0,0,
206690,18.04780000448227,56.83990000188351,54.942026703835275,54.960877552684764,Infinity,Infinity,33963421,33957596,0,0,5.060944110155106,5.060076117515564,0,0,
206691,20.691100001335144,52.05499999970198,54.94286143743942,54.960984374828655,Infinity,Infinity,33963163,33957563,0,0,5.0609056651592255,5.06007120013237,0,0,
206692,20.63729999959469,62.13239999860525,54.9433758757628,54.961084723186914,Infinity,Infinity,33963004,33957532,0,0,5.060881972312927,5.0600665807724,0,0,
206693,20.551100004464388,62.25290000066161,54.94342764354137,54.96185838588581,Infinity,Infinity,33962988,33957293,0,0,5.060879588127136,5.060030966997147,0,0,
206694,20.674899999052286,62.34729999676347,54.943738251749195,54.962641776476744,Infinity,Infinity,33962892,33957051,0,0,5.06086528301239,5.0599949061870575,0,0,
206695,20.689899999648333,62.10060000047088,54.94420416899954,54.96232777079889,Infinity,Infinity,33962748,33957148,0,0,5.060843825340271,5.0600093603134155,0,0,
206696,21.009101003408432,62.411900002509356,54.944414480810806,54.962169150397,Infinity,Infinity,33962683,33957197,0,0,5.060834139585495,5.0600166618824005,0,0,
206697,20.626000002026558,61.94440000131726,54.945236326236824,54.96377804631278,Infinity,Infinity,33962429,33956700,0,0,5.060796290636063,5.059942603111267,0,0,
206698,20.75669899582863,62.20369899645448,54.94498071092001,54.96357086058212,Infinity,Infinity,33962508,33956764,0,0,5.060808062553406,5.059952139854431,0,0,
